experiment_id,mouse_id,treatment_id,replica_id,intensity_mean_nuclei,volume_nuclei,intensity_mean_cyto,volume_cyto,nuclei_cyto_ratio
RY20240607,4541,BCM,1,23.109787064280095,1358.3545301069219,15.857481658307968,808.7450759707372,1.5055613929922147
RY20240607,4541,BCM,2,22.759506651311145,984.7591208791209,17.946306910957897,445.93098901098904,1.3909014190587614
RY20240607,4541,BCM,3,19.019264866617213,893.5611336032389,14.706181882902435,400.9174089068826,1.4132442911334566
RY20240607,4541,BCM,4,21.465871830340344,965.1727416798732,17.969572350946915,430.50871632329637,1.3484237401324395
RY20240607,4541,BCM,5,21.55465585722394,916.7285180572852,15.395546094775337,429.2407638024076,1.5433000239838965
RY20240607,4541,BCM,6,13.003798115306678,926.5424567188788,10.575598689482652,425.19455894476505,1.3333207753227634
RY20240607,4541,MSN,1,27.549054753496815,1592.4739583333333,16.00990407769133,1057.673611111111,1.898798436691396
RY20240607,4541,MSN,2,27.373250939239444,1251.1005434782608,16.89995370634049,696.2391304347826,1.8622199034009832
RY20240607,4541,MSN,3,29.282745696992706,1429.4064609450338,18.719916407028258,897.632594021215,1.7152981260597127
RY20240607,4541,MSN,4,41.53375570592611,1170.5692963752665,24.745073824665642,635.6730632551528,1.810639900155608
RY20240607,4541,MSN,5,39.17070024860077,1731.8343558282209,25.28650321378889,1123.8834355828221,1.6420787886109685
RY20240607,4541,MSN,6,30.755033300176454,1029.1788908765652,18.183587541775953,532.1860465116279,1.8937856449842745
RY20240607,4541,PGE2,1,24.41586402430624,1096.55,16.183080110453304,571.3477272727273,1.642656840856752
RY20240607,4541,PGE2,2,18.717939185476848,1444.4723788049605,10.02005088468355,854.0586245772266,2.1687379867663488
RY20240607,4541,PGE2,3,27.820927146310606,1355.4753018660813,14.78742356296938,879.2897914379803,1.9661583729917897
RY20240607,4541,PGE2,4,44.52324399063686,1976.2021276595744,24.69804889064807,1437.659574468085,1.9455055349627037
RY20240607,4541,PGE2,5,23.935517285769837,1059.2920652785594,16.375661540990397,545.3978615644345,1.5944967478512393
RY20240607,4541,PGE2,6,30.304952313100717,1276.3432664756447,14.982898434941898,782.2968481375358,2.1726704301410242
RY20240608,4543,BCM,1,20.119971453468622,1168.3603504928806,18.25728207719845,551.4534501642935,1.1376777014322406
RY20240608,4543,BCM,2,28.946160686172664,1130.5691166554282,24.170670440148147,543.6850977747808,1.2391371484976506
RY20240608,4543,BCM,3,28.536257217040248,1277.0886411889596,20.65807797247424,881.3593418259023,1.3747173146208445
RY20240608,4543,BCM,4,31.403929391858558,1090.5627906976745,22.7424296397446,617.0279069767441,1.4447602872640044
RY20240608,4543,BCM,5,22.155666419765595,1106.3502252252251,20.99224907281997,530.0506756756756,1.1723257727384493
RY20240608,4543,BCM,6,40.50149822518877,1521.4647651006712,26.06791713208965,987.9345637583892,1.6211712245214356
RY20240608,4543,MSN,1,29.97927649694018,1599.10551558753,18.792247732492402,1091.7787769784172,1.679650672080775
RY20240608,4543,MSN,2,29.102237212713405,1337.2791023842917,18.039762768400838,933.0126227208976,1.665889191752353
RY20240608,4543,MSN,3,21.79483711642304,1146.4150268336314,15.378294035029196,664.8837209302326,1.6068495399542644
RY20240608,4543,MSN,4,26.12950613913203,1167.5609271523178,17.395536845450533,676.0298013245033,1.651760115691726
RY20240608,4543,MSN,5,30.534255412156458,1146.9900332225914,23.936397141366434,708.2093023255813,1.4376508031781283
RY20240608,4543,MSN,6,26.49670161653455,1186.0535236396074,16.008092345876687,913.7867975022301,1.6472758540623542
RY20240608,4543,MSN,7,51.64094650561946,1101.6389684813753,32.19246299894648,667.4527220630373,1.682490157684837
RY20240610,4543,PGE2,1,30.877956940770982,1710.253488372093,17.517526255631598,1194.4209302325582,1.734475764019179
RY20240610,4543,PGE2,2,25.611480487668423,1359.5955240174671,15.272484871086997,879.2336244541485,1.7994226972612246
RY20240610,4543,PGE2,3,22.974776695281577,1097.8955916473317,14.664492040648344,794.9013921113689,1.585404625738734
RY20240610,4543,PGE2,4,23.994942502312306,1167.5165794066318,14.676318475604255,782.4171029668412,1.7248319778503163
RY20240610,4543,PGE2,5,26.24645163448396,1633.4796195652175,15.751264020173991,1072.4796195652175,1.745152264126327
RY20240610,4543,PGE2,6,22.20330399522306,1154.6559428060768,14.101748785958614,770.2055406613048,1.658931839960643
RY20240610,4543,dmPGE2,1,25.06211415789428,1506.6538461538462,14.483117529930224,1236.3653846153845,1.7696301825280172
RY20240610,4543,dmPGE2,2,24.173637854008838,1273.2228349010704,15.992276106524955,885.8877716509893,1.5054480800818746
RY20240610,4543,dmPGE2,3,33.89912659346367,1354.1171088746569,20.766894532793636,956.1619396157365,1.6786574113899793
RY20240610,4543,dmPGE2,4,27.251845840207302,1504.437776882803,16.22134260372699,1000.3395086588804,1.747599494998332
RY20240610,4543,dmPGE2,5,28.384130833755393,1605.7673076923077,16.108570354139317,1034.2064102564102,1.8252403163705693
RY20240611,4541,BCM_60min,1,17.114739220895537,1025.3768844221106,12.37315890047992,743.1991206030151,1.3815522328396042
RY20240611,4541,BCM_60min,2,28.42919204043803,902.8580481622307,22.316968776067775,393.02577101816644,1.4995045889204814
RY20240611,4541,BCM_60min,3,26.281009902814617,1033.7744783306582,24.07688533850075,499.1392455858748,1.204077120663735
RY20240611,4541,BCM_60min,4,16.766067912174982,1061.073732718894,16.0050862470901,645.8642647674906,1.0843685745893195
RY20240611,4544,BCM,1,34.554827613090424,1070.1458117890384,28.896149055848976,414.2719751809721,1.316559383289478
RY20240611,4544,BCM,2,31.992983405280633,1198.5416197975253,27.480686428551326,639.8245219347582,1.2593995075566573
RY20240611,4544,BCM,3,35.044327717489324,1089.3452991452991,26.789577177283498,623.1179487179487,1.3235974724406765
RY20240611,4544,BCM,4,31.499840707412442,974.6136363636364,21.263276221491427,543.4403409090909,1.491957829588459
RY20240611,4544,BCM,5,28.618654310108084,1096.0433436532508,25.38347020697327,496.07636738906086,1.2635127573231704
RY20240611,4544,MSN,1,38.098019219249295,1829.7637540453075,19.85935683261326,1297.0970873786407,1.98064478879857
RY20240611,4544,MSN,2,25.72350208776071,1327.9226289517471,16.211489281399103,771.27537437604,1.7411505011381077
RY20240611,4544,MSN,3,32.33881507156374,1523.813852813853,18.551370721871187,1180.2727272727273,1.8438844248516686
RY20240611,4544,MSN,4,28.2893359556401,1667.8609738884968,15.233105861686463,1144.8320395201129,1.8312647482333275
RY20240611,4544,MSN,5,30.016494830831434,1600.5556257901392,17.185951184028053,1104.2686472819216,1.7308768759148334
RY20240611,4544,PGE2,1,19.040931483690052,1148.6734505087882,11.557258972235179,827.4643848288622,1.6597884351127785
RY20240611,4544,PGE2,2,35.60223018749246,1166.8454935622317,19.445727787310144,834.2374821173105,1.9184489234742872
RY20240611,4544,PGE2,3,20.978941526379536,1600.6609829488466,11.648350864005497,1026.8194583751254,1.949329714305254
RY20240611,4544,PGE2,4,22.859696577524886,1379.7101694915254,12.459242332426895,1030.5581920903956,1.7395163801333342
RY20240611,4544,PGE2,5,11.985779807503047,1015.5559845559845,8.485185760144098,704.8397683397683,1.4703542022830522
RY20240612,4541,BCM_60min,5,17.73152252774336,1079.178055447091,16.629232325668283,664.6575556423272,1.1274484337641233
RY20240612,4541,BCM_60min,6,23.64696542753832,1118.3970256872465,19.357363607246896,601.5308697611537,1.2615291451641255
RY20240612,4541,MSN_60min,1,15.568716401623194,1192.1713458755428,11.641873888316852,856.0428364688856,1.3649199079631182
RY20240612,4541,MSN_60min,2,14.13473034757007,1107.1183673469388,7.495042853158428,921.5357142857143,1.7314906474098777
RY20240612,4541,MSN_60min,3,15.007422951374407,1302.508652657602,12.584326639058677,934.6273176761434,1.2399316332965868
RY20240612,4541,MSN_60min,4,18.39250712235497,873.2237442922375,14.129470026929516,438.2780821917808,1.4086167548167234
RY20240612,4541,MSN_60min,5,20.368599300488455,1423.0612139917696,12.927214413450645,1034.8881172839506,1.6108106993568443
RY20240612,4541,MSN_60min,6,16.193515885744635,1001.6493640426263,11.647526136235449,584.6063939498109,1.4826743877691178
RY20240612,4541,PGE2_60min,1,15.070398156910716,1298.86989010989,12.169243553786297,824.3586813186813,1.2666181368017506
RY20240612,4541,PGE2_60min,2,35.114698812078295,1636.7444501806917,22.02588375371351,988.3366029943211,1.7105502128844294
RY20240612,4541,PGE2_60min,3,36.522710987606054,1879.6036529680366,20.653775489879877,1263.4356164383562,1.8813786415800113
RY20240612,4541,PGE2_60min,4,18.85169532842948,963.9291386682956,16.25254689634731,547.4905314599878,1.153255891903723
RY20240612,4541,PGE2_60min,5,22.959818375714168,1354.1405135520686,15.107653168244058,968.9358059914408,1.5231399184022278
RY20240612,4543,BCM_60min,1,12.032206012376967,975.3485273492286,9.723539352426654,778.5690743338008,1.1829796609460745
RY20240612,4543,BCM_60min,2,34.60703021558153,912.905031892275,26.22702697865952,405.47058823529414,1.5102311499990733
RY20240612,4543,BCM_60min,3,19.657606486312652,977.4679648241206,19.555858346051455,433.2041457286432,1.1285736453188882
RY20240613,4543,BCM_60min,4,33.15075389729176,987.4708311822405,24.698003240242397,455.77594217862674,1.4983225706326808
RY20240613,4543,BCM_60min,5,23.34987889564549,938.884246188594,20.54933476126832,402.957086391869,1.362015687921962
RY20240613,4543,BCM_60min,6,20.695448438002614,901.7270220588235,16.9014088518376,432.21920955882354,1.2152084160544687
RY20240613,4543,MSN_60min,1,31.933840683357893,1215.2911426277763,21.474739556543003,631.4364463473374,1.5842539482944784
RY20240613,4543,MSN_60min,2,30.030511634808608,1226.7330383480826,19.657377692882235,895.3856932153392,1.5673280411460977
RY20240613,4543,MSN_60min,3,25.89734129330969,874.3441860465116,19.7394935737434,393.653488372093,1.4832705933018326
RY20240613,4543,MSN_60min,4,33.90793211836035,1164.2712903225806,21.60053735793308,699.4093548387096,1.6534647352575886
RY20240613,4543,MSN_60min,5,22.501187952016537,951.5894206549118,16.592622688012288,601.5735876214466,1.418619376466424
RY20240613,4543,MSN_60min,6,32.55645402164633,1255.9066666666668,19.209928299896273,912.649696969697,1.6372888964040777
RY20240614,4543,PGE2_60min,1,30.457738651157072,1318.8413637644408,23.232341397645953,763.3491124260355,1.3311642398133496
RY20240614,4543,PGE2_60min,2,24.563817228653004,1170.850635129216,16.978323540643373,754.195210979705,1.4465678843655523
RY20240614,4543,PGE2_60min,3,27.890979435617794,1467.3676544450025,15.389403008780384,1029.8839779005525,1.8987735464256015
RY20240614,4543,PGE2_60min,4,31.094238100236442,1320.4228687415425,22.397677481142708,897.7395128552098,1.411566210113195
RY20240614,4543,PGE2_60min,5,48.72306999751418,1843.0070609002648,27.680787866772466,1237.1147396293027,1.8671133212144873
RY20240614,4543,dmPGE2_60min,1,53.223101641626144,1796.247663551402,27.60690292665911,1098.797730307076,2.064434890376832
RY20240614,4543,dmPGE2_60min,2,48.04521619895975,1735.9770290964777,25.527115555955607,1189.9418070444103,1.979780010396108
RY20240614,4543,dmPGE2_60min,3,37.98832924309843,1488.781747435444,22.78348970341657,939.398302087018,1.7401742118546255
RY20240614,4543,dmPGE2_60min,4,42.63549929556306,1612.3985102420856,24.988217917354515,1139.6052141527002,1.7696712888654555
RY20240614,4543,dmPGE2_60min,5,38.30686892721559,1306.6151315789473,21.290918771870544,912.3574561403509,1.9265434582223389
RY20240618,4544,BCM_60min,1,29.654722109952743,1015.6645064805583,22.405067971324318,408.8195413758724,1.4882844479045076
RY20240618,4544,BCM_60min,2,36.06899007786684,885.7314049586777,28.53072014286042,462.0315082644628,1.3862589600767201
RY20240618,4544,BCM_60min,3,24.40260309942923,949.2242562929061,16.453115744321508,472.187643020595,1.5069616429186243
RY20240618,4544,BCM_60min,4,29.113468857469858,999.7771709448389,30.202389446397664,507.4265428727471,1.0444706386048688
RY20240618,4544,BCM_60min,5,38.8162693079665,975.9294787560228,27.783013626671345,403.1432325886991,1.5577094986579
RY20240618,4544,BCM_60min,6,28.071507121675022,1169.1302950075642,22.780112200616124,689.1877836611195,1.2556626358440088
RY20240618,4544,MSN_60min,1,45.313844164418455,1049.462802768166,27.955754513524113,550.5692041522491,1.7392683114375116
RY20240618,4544,MSN_60min,2,30.105422014092202,1461.8922484881803,24.273255161815683,944.3710830126444,1.3271357100418049
RY20240619,4544,MSN_60min,3,15.342923493036327,885.0449718925671,10.229868039858038,466.8875702685821,1.6331460248498555
RY20240619,4544,MSN_60min,4,35.98551264431185,1445.9445701357465,23.527698649833155,872.4920814479638,1.5980412991999087
RY20240619,4544,MSN_60min,5,36.290882293566995,1583.883296460177,21.436365586195702,951.7151548672566,1.811819427932839
RY20240619,4544,MSN_60min,6,25.03656938450285,903.292576419214,17.256690843168705,364.3056768558952,1.6746752956940074
RY20240619,4544,PGE2_60min,1,45.58108128398185,1561.6246830092985,29.49280079972977,1021.0211327134404,1.6377988118447824
RY20240619,4544,PGE2_60min,2,39.57642601476796,1609.0158910329171,23.31183446838444,984.9364358683314,1.7503587964107006
RY20240619,4544,PGE2_60min,3,32.18468547184814,1590.5279054497703,23.463525804577483,1140.2829940906106,1.4468695257675477
RY20240619,4544,PGE2_60min,4,26.343506240315467,1211.40826873385,22.31134592961078,756.3767441860465,1.2416908734443477
RY20240619,4544,PGE2_60min,5,36.1891207815928,1316.1027586206897,25.28583079937143,887.403448275862,1.5147872698594889
RY20240619,4544,PGE2_60min,6,23.44952601270033,1520.9986288848263,15.646236493797197,1128.4789762340038,1.5168083209361272
