mouse_id,treatment_id,intensity_mean_nuclei,volume_nuclei,intensity_mean_cyto,volume_cyto,nuclei_cyto_ratio
4541,BCM,20.710680390308593,1015.868787276342,17.58587611831711,908.9328241079837,1.1908499494150944
4541,BCM_60min,21.888393432053554,1036.5082147572246,20.91582053643423,1028.5283115740062,1.0606681147523132
4541,MSN,32.93390929038597,1323.299320854729,24.35240131494874,1386.0374358124895,1.4190326577694188
4541,MSN_60min,16.977114678349867,1187.082463089665,13.937200469575576,1372.0722002160605,1.2136869580523937
4541,PGE2,26.06070885546814,1236.5515373352855,18.482607886455835,1282.0616398243046,1.4675745408453273
4541,PGE2_60min,22.56209784284629,1375.6081678742826,18.104621150998394,1533.3735767384962,1.2160813976380451
4543,BCM,27.89942685363368,1179.3958310832704,24.5711719333817,1131.452964683011,1.1284457162080173
4543,BCM_60min,22.596804946090145,950.177310995833,20.749525131377048,903.6241176970831,1.0904294038500035
4543,MSN,28.85248418190367,1303.1143145451924,21.992057399499732,1463.611935995387,1.3454242912100625
4543,MSN_60min,29.701574870107333,1117.9875897650422,23.432848964076374,1165.653140904971,1.2721863749793678
4543,PGE2,24.761322600907345,1306.9141224489797,18.128866901010433,1471.4524081632653,1.3925787714187077
4543,PGE2_60min,28.86991270726444,1310.5831500366594,22.762946794539246,1440.105445577551,1.2664980193052588
4544,BCM,32.12730177649911,1109.4557442557443,29.59529015705276,974.4673326673327,1.100803946549327
4544,BCM_60min,30.830756073277183,1038.610528466358,27.71470800190466,987.5278534459276,1.1292988669630024
4544,MSN,29.204445627106953,1560.2263316582914,20.436867400010243,1775.4327638190955,1.4319416816461925
4544,MSN_60min,31.14791434406476,1262.6058260776094,24.179627379652995,1289.1290981403847,1.3110591558950584
4544,PGE2,22.32092940162531,1307.274432379072,15.618514031381656,1551.568608094768,1.41153682897486
4544,PGE2_60min,31.94182668079921,1447.9713038734315,25.733073669282923,1663.724168030551,1.2525616111555997
