mouse_id,treatment_id,intensity_mean_nuclei,volume_nuclei,intensity_mean_cyto,volume_cyto,nuclei_cyto_ratio
4312,BCM,36.267680544868625,1345.8648902233065,24.90900195040067,755.4840808156628,1.4073089476981608
4312,BCM_60min,45.976155879100546,1274.3011221945137,34.25412311387671,830.8559850374065,1.4063796324939557
4312,MSN,42.718433405435555,1678.2201382033563,27.944105474671055,1034.9933366238895,1.5717864405861042
4312,MSN_60min,43.239072815301554,1480.8435185185185,29.098730081856353,1054.7032407407407,1.4810862762553456
4312,PGE2,43.038549419995626,1997.590191051195,28.28725351050648,1219.054503349599,1.5952278217384026
4312,PGE2_60min,44.54882472099415,1466.6304518664047,27.22248505372851,1087.419449901768,1.701089118831455
4385,BCM,50.49387029085347,1866.3607478655572,34.699523690947665,1161.2627256025073,1.5025497284832527
4385,BCM_60min,86.1928915306321,1544.5388035569927,52.07851808124835,1121.0238480194018,1.7588906139487805
4385,MSN,29.723744752956033,1474.3408046440377,20.6148517394749,844.4620656292832,1.4557963710590076
4385,MSN_60min,67.8875443990485,1587.1270226537217,42.630783751784655,1139.173678532902,1.6620542955266955
4385,PGE2,34.17454848027008,1925.1810584958216,21.393274837982137,1172.949192200557,1.6689954191451297
4385,PGE2_60min,57.88893406881194,1718.9891113452757,35.689101452632634,1230.793818054092,1.660957609497275
4386,BCM,33.22912336869129,1347.5388042203986,26.108170513921337,735.1350527549824,1.290982184808815
4386,BCM_60min,74.76687973179736,1493.3197837837838,44.33723231038318,1157.4503783783784,1.7599997160197363
4386,MSN,37.6815345964687,2058.3904173685196,25.225716786520646,1177.3370765487555,1.574917261143825
4386,MSN_60min,48.710098893962694,1621.0215633423181,31.946920897399195,1151.5069835824552,1.560041014519697
4386,PGE2,37.83019527449837,2111.7217323651453,24.016984364513466,1409.3372665975103,1.6266592752950844
4386,PGE2_60min,58.02089161234413,1878.4874633669815,35.88129498388457,1394.879518072289,1.6661377648364943
