experiment_id,mouse_id,treatment_id,replica_id,intensity_mean_nuclei,volume_nuclei,intensity_mean_cyto,volume_cyto,nuclei_cyto_ratio
RY20240703,4312,BCM,1.0,15.022389044920574,1147.4157264957264,12.45296353923677,623.1097435897436,1.2669235773918777
RY20240703,4312,BCM,2.1,17.36234915131511,1976.0789644012946,14.170060114447086,1227.1177993527508,1.2160726664881032
RY20240703,4312,BCM,3.1,3.1918146326675076,1666.9753195240194,2.738518128324904,908.8968708682239,1.2226260599609573
RY20240703,4312,BCM,4.1,73.69797291442848,1609.6694756554307,47.964859054847935,974.4222846441947,1.6105725652203493
RY20240703,4312,BCM,5.1,25.125802022032996,1206.7581514034591,19.82606757615671,750.2886305642189,1.3194335057120394
RY20240703,4312,BCM,6.1,80.23870783060494,1096.366180528183,50.47499471002237,522.5289712258573,1.7388921957776473
RY20240703,4312,BCM,7.1,61.866788045157335,1213.5623818525519,39.92475610954107,607.0590737240076,1.5853605426342796
RY20240703,4312,MSN,1.0,52.78384560355644,1852.2929399367756,31.629416698762533,1274.8166491043203,1.7511999031173884
RY20240703,4312,MSN,1.1,85.81657036949063,1537.09012345679,57.26970121866233,880.4037037037037,1.5408486419746605
RY20240703,4312,MSN,2.1,21.097604196313487,1686.429980276134,15.302247964797774,1052.956607495069,1.4383931824309255
RY20240703,4312,MSN,3.1,54.42856018436196,1995.3957055214723,28.38501862245765,1417.002300613497,2.0190676946344888
RY20240703,4312,MSN,4.1,60.76894381319597,1715.353490929082,39.45856887925531,1128.0318856514568,1.623641044636832
RY20240703,4312,MSN,5.1,51.859668682319416,1948.4759640781829,33.93075674871017,1101.94294770206,1.6343673665903675
RY20240703,4312,MSN,6.1,43.36928877816669,1238.487844408428,33.009492726779094,602.5607779578606,1.3918280466628588
RY20240703,4312,MSN,7.1,19.60521701624246,1459.5108991825614,15.065073513902519,802.107629427793,1.4009842586640897
RY20240703,4312,MSN,8.1,18.01351604944828,1364.3246753246754,13.889144990641205,787.6568431568431,1.3548418482183437
RY20240703,4312,PGE2,1.1,51.85397526045917,2191.255128205128,31.25147689447587,1318.3923076923077,1.7622294745545315
RY20240703,4312,PGE2,2.1,72.97811767702922,2234.579734219269,49.604066531782685,1285.4568106312292,1.5098501943010274
RY20240703,4312,PGE2,3.1,29.789867709118603,2113.8979987088446,19.028899137680824,1382.4615881213685,1.6179793691800897
RY20240703,4312,PGE2,4.1,51.318758210217936,2267.24236983842,35.40891364471997,1407.480251346499,1.5874416038240575
RY20240703,4312,PGE2,5.1,44.13954972481455,1909.4592173503065,28.568068625126767,1188.803394625177,1.6207413430830404
RY20240703,4312,PGE2,6.1,8.307022000534092,2022.6661251015435,5.890278452598879,1264.0966693744922,1.4371885533750963
RY20240703,4312,PGE2,7.1,56.97611585040911,1801.9216552832463,38.333081241257396,960.7605464041784,1.5810443386445197
RY20240708,4312,PGE2,8.1,32.68841379720302,1799.5115789473684,21.916554445613983,1214.5943859649124,1.5531515432103151
