mouse_id,treatment_id,intensity_mean_nuclei,volume_nuclei,intensity_mean_cyto,volume_cyto,nuclei_cyto_ratio
4312,BCM,36.267680544868625,1345.8648902233065,22.314358826170793,1206.7594295364984,1.5979795432630648
4312,BCM_60min,45.976155879100546,1274.3011221945137,30.784197275756778,1347.4515793848711,1.5850383661203185
4312,MSN,42.718433405435555,1678.2201382033563,25.29245557221422,1683.5438466600856,1.766259254097388
4312,MSN_60min,43.239072815301554,1480.8435185185185,26.044930408929826,1729.500462962963,1.669804083284597
4312,PGE2,43.038549419995626,1997.590191051195,26.12270420770461,1998.3667190472252,1.761839626184231
4312,PGE2_60min,44.54882472099415,1466.6304518664047,24.235800337745644,1787.727308447937,1.9298614191601702
4385,BCM,50.49387029085347,1866.3607478655572,31.73773867014423,1900.1181238517238,1.6720179403805546
4385,BCM_60min,86.1928915306321,1544.5388035569927,46.91012549489586,1831.004850444624,1.9964621055470624
4385,MSN,29.723744752956033,1474.3408046440377,18.6957346365916,1364.9425139079256,1.6285002092350447
4385,MSN_60min,67.8875443990485,1587.1270226537217,38.622531195386564,1858.45523193096,1.8728977482294011
4385,PGE2,34.17454848027008,1925.1810584958216,19.38863737190231,1934.9926462395542,1.8871472148780395
4385,PGE2_60min,57.88893406881194,1718.9891113452757,32.318186216159276,2016.101861608711,1.8775267917602583
4386,BCM,33.22912336869129,1347.5388042203986,24.00075403887044,1166.6554513481829,1.4200746430228353
4386,BCM_60min,74.76687973179736,1493.3197837837838,39.8096378613158,1908.1461621621622,1.985129286146277
4386,MSN,37.6815345964687,2058.3904173685196,23.254986886212915,1923.6685382743776,1.7456595318512753
4386,MSN_60min,48.710098893962694,1621.0215633423181,28.80058350134563,1867.9201176182307,1.7635271189360533
4386,PGE2,37.83019527449837,2111.7217323651453,22.111076292352312,2356.688667012448,1.788861168046689
4386,PGE2_60min,58.02089161234413,1878.4874633669815,32.53931837748765,2292.7834581569523,1.863454061987882
